RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,STRATUM,INTERVIEW_START,INTERVIEW_END,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,GOVPROTCT,MOREGUNIMPACT,FIN_SIT,VET1,VOL12_CPS,EMINUSE,INTMOB,INTFREQ,INTFREQ_COLLAPSED,HOME4NW2,BBHOME,SMUSE_FB,SMUSE_YT,SMUSE_X,SMUSE_IG,SMUSE_SC,SMUSE_WA,SMUSE_TT,SMUSE_RD,SMUSE_BSK,SMUSE_TH,SMUSE_TS,RADIO,DEVICE1A,SMART2,NHISLL,RELIG,RELIGCAT1,BORN,ATTENDPER,ATTENDONLINE2,RELIMP,PRAY,EDUCCAT,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACECMB,RACETHN,AGEGRP,AGECAT,BIRTHPLACE,GENDER,ADULTS,VOTED2024,VOTEGEN_POST,INC_SDT1,CREGION,METRO,BASEWT,WEIGHT
4987,1,1,9,10,2025-03-02,2025-03-02,2,1,2,2,2,1,2,1,4,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,3,4,2,2,5,1,1,1,1,1,,1,2,1,1,12,4,1,1,4,1,1,6,4,1,1.2033007096507862,0.4164305428642752
16192,2,1,,10,2025-05-27,2025-05-27,3,2,2,2,2,2,1,2,4,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,3,3,1,1,1,1,2,,2,2,2,2,11,4,1,1,2,1,2,4,3,1,1.604400946201048,0.5740449397613943
7266,2,1,,6,2025-05-16,2025-05-16,2,1,1,1,2,2,1,2,4,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,8,4,1,2,2,1,1,1,1,1,,1,2,3,5,4,2,4,1,4,1,1,5,3,1,2.3493925251425223,2.6650299215493765
793,3,1,9,10,2025-03-07,2025-03-07,2,2,2,2,3,2,1,1,4,2,1,1,3,3,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,10,3,2,6,6,4,7,1,1,2,,2,2,3,5,12,4,4,2,1,1,2,6,1,1,0.802200473100524,0.38044435856798
6453,3,1,9,10,2025-06-03,2025-06-03,3,1,2,2,3,2,1,2,4,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,4,5,2,2,3,1,1,,1,2,1,1,9,3,1,2,2,1,1,5,1,1,1.604400946201048,1.5793888608561053
9900,1,1,9,6,2025-03-03,2025-03-03,3,2,1,2,3,2,1,2,4,1,1,1,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,10,3,2,6,6,4,7,3,1,2,,2,2,1,1,8,3,4,1,1,1,99,99,4,1,0.391565420857087,1.0460804343644967
16872,1,1,9,9,2025-03-09,2025-03-09,3,3,3,2,3,1,3,3,4,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,12,3,1,5,5,2,6,2,1,3,2,2,2,99,99,6,2,1,1,3,2,,2,4,2,0.6763508941015829,1.633440212606356
3210,1,1,9,10,2025-02-25,2025-02-25,2,3,2,2,3,2,3,3,4,2,1,1,2,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,3,4,1,2,4,1,2,2,3,1,,1,2,1,1,1,1,1,1,2,2,,1,3,2,0.802200473100524,3.0586997316538604
17898,1,1,9,10,2025-02-25,2025-02-25,2,3,1,2,3,2,3,2,4,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,1,1,2,12,3,2,6,6,4,7,1,2,3,1,1,2,1,1,11,4,1,1,1,2,,1,2,1,0.401100236550262,0.21239441819391358
17427,1,1,9,10,2025-02-24,2025-02-24,2,1,3,2,3,2,2,2,4,2,1,1,2,2,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,1,1,2,4,6,2,5,1,2,1,,1,2,1,1,4,2,1,1,1,1,99,5,4,2,0.401100236550262,0.5106557228322179
4315,2,2,,7,2025-06-03,2025-06-03,3,3,3,1,2,2,1,2,4,1,1,1,1,1,1,4,1,1,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,3,4,1,1,2,1,2,,2,1,1,3,5,2,4,2,5,1,2,4,3,1,0.5324944802748801,0.46746592435143597
12998,2,1,,10,2025-05-12,2025-05-12,2,3,2,2,3,2,3,3,4,2,1,1,5,4,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,6,5,1,3,2,1,3,2,2,2,1,1,13,4,1,2,1,1,2,1,3,1,0.802200473100524,0.3464076704765048
17270,1,1,9,10,2025-03-17,2025-03-17,3,1,2,2,2,2,2,2,4,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,2,2,2,2,5,6,1,1,1,1,1,,1,1,1,3,6,2,1,2,1,1,1,7,4,1,0.401100236550262,0.31071713542084217
7503,3,1,10,10,2025-03-06,2025-03-06,3,3,2,1,3,2,1,1,4,1,1,1,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,9,3,2,6,6,4,7,1,1,3,1,1,2,1,1,12,4,4,2,2,1,1,4,4,1,1.604400946201048,1.3001334462942225
4694,1,1,9,9,2025-03-03,2025-03-03,2,1,3,2,2,2,2,2,4,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,1,1,2,4,6,2,6,1,2,1,,1,2,1,1,1,1,1,1,2,1,1,6,3,1,0.4509005960677219,0.7047609710473348
16534,1,1,9,10,2025-03-22,2025-03-22,4,3,2,2,2,2,3,3,4,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,4,4,1,1,2,1,1,,1,2,1,1,3,2,1,2,2,1,1,7,2,1,0.802200473100524,0.8106901560455216
9267,2,2,,8,2025-05-05,2025-05-05,2,1,1,2,2,2,1,1,4,2,1,1,4,3,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,1,2,2,2,4,6,2,2,2,1,3,1,1,1,1,3,11,4,4,2,3,1,1,4,3,1,1.154893275476807,0.8443261618882776
3780,3,1,9,10,2025-03-24,2025-03-24,2,3,3,1,1,1,3,1,4,1,1,1,3,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,12,3,2,6,6,4,7,1,1,3,99,9,2,1,1,13,4,1,1,2,1,99,5,2,2,1.604400946201048,0.14460877821968304
15948,2,1,,10,2025-05-13,2025-05-13,2,1,3,2,2,1,2,2,4,1,1,1,3,3,2,,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,5,1,2,2,1,1,,1,2,1,1,11,4,1,1,2,1,1,2,3,1,1.604400946201048,0.6806473616026475
15189,1,1,9,2,2025-03-06,2025-03-06,2,2,2,2,3,2,1,1,4,1,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,10,3,2,5,6,3,4,1,1,2,,2,2,1,1,7,3,1,2,2,1,2,7,2,1,0.577363668715013,0.4058889434056907
10434,1,1,9,10,2025-03-04,2025-03-04,4,3,1,2,3,2,2,2,4,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,2,1,1,2,1,1,1,2,4,1,3,2,2,1,,1,2,1,1,1,1,1,2,2,1,1,4,4,1,0.802200473100524,1.3973812171661844
1284,2,1,,10,2025-05-12,2025-05-12,2,3,2,1,2,1,3,1,4,2,1,1,3,3,1,2,1,1,2,2,2,99,2,2,2,2,2,1,1,1,1,3,4,2,2,4,1,2,1,1,99,1,1,2,1,1,11,4,1,2,2,1,1,6,4,2,1.604400946201048,1.3527907748086347
12281,2,1,,10,2025-05-06,2025-05-06,4,3,3,2,3,2,3,4,4,2,2,2,6,4,,,,,,,,,,,,,,1,1,2,2,12,3,2,5,5,2,2,3,1,4,99,9,2,1,1,10,4,1,3,1,2,,1,2,2,0.802200473100524,0.8272799748395079
16485,1,1,9,10,2025-03-03,2025-03-03,2,2,3,2,1,2,1,1,4,1,1,2,3,3,2,,1,1,2,2,2,2,2,2,2,2,2,2,1,2,99,7,4,2,6,6,4,2,1,1,2,,2,2,4,4,11,4,1,2,2,1,2,6,2,2,0.802200473100524,0.38092910746014996
12291,2,1,,10,2025-05-02,2025-05-02,3,2,1,2,3,2,1,3,4,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,2,9,3,2,6,6,4,7,2,1,2,,2,1,1,3,7,3,1,1,1,1,2,4,4,1,0.802200473100524,0.5009769118363515
15521,1,1,9,10,2025-03-07,2025-03-07,2,1,2,1,2,2,2,2,4,2,1,1,2,2,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,5,4,2,6,6,2,6,1,1,1,,1,2,1,1,8,3,1,2,2,1,1,4,4,1,0.802200473100524,0.55676708568038
10840,1,1,9,10,2025-03-12,2025-03-12,3,1,3,1,2,2,2,1,1,2,1,1,3,3,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,12,3,99,5,6,2,5,3,1,1,,1,2,1,1,10,4,1,1,2,1,1,4,2,2,0.802200473100524,0.5419679728552242
9399,2,1,,9,2025-05-09,2025-05-09,2,3,1,2,3,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,2,12,3,2,6,6,4,7,2,1,1,,1,2,1,1,4,2,1,1,2,1,1,8,4,1,0.9018011921354439,1.6372691680595646
6524,3,1,9,10,2025-04-22,2025-04-22,3,3,1,2,3,1,1,1,4,2,1,1,2,2,1,4,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,4,2,2,2,2,2,11,4,1,2,1,1,3,2,3,1,0.802200473100524,0.22601845411130028
7498,3,2,10,8,2025-03-27,2025-03-27,2,1,1,1,2,99,1,2,4,2,1,1,5,4,2,,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,4,1,1,1,2,1,1,,1,1,1,3,11,4,4,2,2,1,1,5,1,1,0.7699288503178715,0.6051162991218395
15383,1,1,9,10,2025-03-01,2025-03-01,3,1,2,2,3,1,2,3,4,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,4,4,1,2,1,1,3,1,1,2,1,1,12,4,1,1,2,1,1,5,4,1,0.802200473100524,0.2861842232734421
6688,2,1,,10,2025-05-05,2025-05-05,3,1,2,1,2,2,3,3,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,9,3,2,6,6,4,7,3,2,3,2,2,2,3,5,8,3,4,1,3,2,,5,4,1,2.4066014193015723,5.454124253915292
12862,2,1,,10,2025-04-30,2025-04-30,3,3,3,2,3,2,2,1,4,2,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,2,12,3,1,5,4,1,2,3,1,2,,2,2,1,1,11,4,1,2,1,1,2,2,2,2,0.802200473100524,0.41450394159963716
14447,2,1,9,9,2025-05-09,2025-05-09,3,3,2,2,3,2,2,2,4,2,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,11,4,1,4,6,3,5,3,3,4,1,1,2,1,1,7,3,1,1,4,2,,1,2,2,1.3527017882031658,3.246991138764799
3710,2,1,,10,2025-05-02,2025-05-02,2,3,3,2,3,2,1,4,4,2,1,1,1,1,1,2,1,1,99,1,99,99,1,99,99,99,99,1,1,1,2,2,2,2,6,6,2,3,2,1,1,,1,2,1,1,4,2,1,2,1,1,1,3,1,1,0.802200473100524,0.9897728818428722
16693,2,1,,2,2025-05-21,2025-05-21,4,2,1,2,4,2,3,2,4,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,6,6,2,6,1,1,2,,2,2,2,2,6,2,1,2,2,1,2,5,1,1,1.154727337430026,1.3673444514727844
2,2,2,,10,2025-05-21,2025-05-21,2,3,1,1,2,1,3,1,4,2,1,1,4,3,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,5,5,2,5,3,1,2,,2,1,99,3,10,4,4,1,3,1,3,1,1,1,2.4066014193015723,1.063023546259932
15180,1,1,9,10,2025-03-11,2025-03-11,1,2,2,2,1,2,3,1,4,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,1,2,5,6,4,7,1,1,2,,2,2,1,1,11,4,1,1,2,1,2,8,3,1,0.802200473100524,0.23520707939645794
16995,1,1,9,10,2025-03-10,2025-03-10,2,1,2,2,2,1,3,2,4,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,4,5,2,3,1,1,1,,1,2,1,1,9,3,1,1,1,1,1,4,2,1,0.401100236550262,0.2424440388398887
5567,2,2,,8,2025-05-08,2025-05-08,3,2,1,2,4,1,1,2,4,1,1,1,2,2,1,4,1,1,2,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,2,5,1,1,2,1,2,,2,1,1,3,6,2,1,2,5,2,,4,4,1,1.154893275476807,1.3372284031631234
3359,2,1,,10,2025-05-09,2025-05-09,2,3,1,2,3,1,2,1,4,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,4,1,1,2,1,1,,1,2,1,1,11,4,1,1,2,1,1,5,2,1,1.604400946201048,0.7862533198370875
4922,2,1,,2,2025-06-12,2025-06-12,3,1,1,2,3,2,3,3,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,99,99,2,4,6,2,5,1,1,2,,2,2,2,2,2,1,1,1,4,1,1,2,3,1,1.732091006145039,3.5537559211164353
540,1,1,9,10,2025-02-23,2025-02-23,2,3,3,2,3,1,3,1,4,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,12,3,2,6,6,4,7,2,1,3,2,2,2,1,1,3,2,1,2,2,2,,2,1,1,0.802200473100524,1.7508775154569756
13839,3,1,9,10,2025-02-28,2025-02-28,3,2,2,2,2,2,3,2,4,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,5,6,1,2,2,1,3,2,2,2,1,1,10,4,1,2,2,1,2,4,2,1,1.604400946201048,0.5801948881914379
1590,1,1,9,10,2025-02-25,2025-02-25,3,2,2,2,2,2,1,1,4,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,2,2,1,1,1,2,12,3,2,6,6,4,7,1,1,2,,2,2,1,1,4,2,1,1,2,1,2,8,4,1,0.802200473100524,0.8341676280203276
3131,1,1,9,10,2025-03-14,2025-03-14,4,2,1,2,3,2,1,2,4,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,9,3,2,5,6,4,7,1,1,3,2,2,2,1,1,3,2,1,1,1,1,2,4,1,1,0.401100236550262,0.4233820248064056
17334,2,1,,10,2025-05-05,2025-05-05,2,3,1,1,2,2,1,2,4,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,5,6,3,5,1,2,2,,2,2,1,1,4,2,1,2,2,1,2,8,1,1,1.604400946201048,1.4977150847663205
661,2,1,,6,2025-05-08,2025-05-08,2,3,2,2,2,2,3,2,4,1,1,1,2,2,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,2,10,3,2,6,6,4,7,1,1,2,,2,1,1,3,7,3,1,1,2,1,2,7,4,1,1.566261683428348,0.7932705203238519
2574,2,1,,8,2025-05-13,2025-05-13,4,3,1,2,3,1,2,3,4,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,12,3,2,6,6,2,3,2,1,3,1,1,1,99,3,3,2,1,1,2,1,1,5,4,1,0.7699288503178715,1.1586411555931793
6193,2,1,,9,2025-05-12,2025-05-12,3,2,3,2,3,2,2,3,4,1,1,1,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,3,2,2,3,3,1,2,,2,2,1,1,7,3,1,1,2,1,2,3,3,1,0.9018011921354439,1.081951063520423
8943,2,1,,10,2025-05-15,2025-05-15,3,2,2,2,3,1,3,3,4,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,10,3,2,6,6,4,7,1,1,2,,2,2,1,1,9,3,1,1,1,1,2,3,4,1,0.802200473100524,0.49541445910182175
7255,1,1,9,10,2025-03-27,2025-03-27,3,2,3,2,3,2,3,3,4,1,1,1,2,2,1,2,1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,5,6,3,6,99,1,1,,1,2,1,1,3,2,1,2,2,1,1,6,1,2,0.802200473100524,0.6518541316784611
7443,1,1,9,10,2025-02-23,2025-02-23,3,3,3,2,2,1,2,2,4,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,1,1,1,2,12,3,2,6,6,3,6,2,1,1,,1,2,1,1,5,2,1,2,3,1,1,5,4,1,1.2033007096507862,0.9530998971743381
18193,2,1,,10,2025-05-27,2025-05-27,4,2,1,2,4,2,1,4,4,1,1,1,99,99,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,11,4,2,5,6,2,3,2,1,2,,2,2,1,1,4,2,1,2,3,1,2,5,1,1,2.4066014193015723,2.5361082150803766
15936,2,1,,10,2025-05-16,2025-05-16,2,3,3,2,1,2,2,1,4,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,5,6,1,1,1,3,2,,2,2,1,1,5,2,1,2,1,2,,2,3,1,0.802200473100524,1.1550867207445927
18222,2,1,,10,2025-05-05,2025-05-05,1,1,3,2,3,1,3,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,3,4,2,2,4,1,2,1,1,1,,1,2,1,1,13,4,1,1,2,1,1,6,1,1,1.604400946201048,0.5382382860357553
16006,1,1,9,9,2025-02-26,2025-02-26,3,3,2,2,3,2,2,2,4,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,4,1,1,1,1,1,,1,2,1,1,3,2,1,1,2,1,1,4,2,2,0.4509005960677219,0.4202694119741726
2360,2,1,,10,2025-05-21,2025-05-21,3,2,1,2,3,2,2,2,4,2,1,1,1,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,1,1,1,3,3,2,3,1,1,3,1,1,2,1,1,2,1,1,2,1,1,1,5,3,1,0.802200473100524,1.143650534039353
3885,2,1,,10,2025-05-27,2025-05-27,3,1,2,1,3,2,3,3,4,2,1,1,5,4,2,,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,4,2,1,3,3,1,1,,1,2,1,1,13,4,1,1,2,1,1,1,4,1,1.604400946201048,1.8854226588543241
7807,2,1,,9,2025-04-29,2025-04-29,4,2,2,2,4,2,3,2,4,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,2,4,1,1,1,1,3,2,2,2,1,1,11,4,4,1,1,1,3,3,4,1,0.4509005960677219,0.06894074202177933
10447,1,1,9,10,2025-02-28,2025-02-28,4,2,1,2,3,2,1,3,4,2,1,1,3,3,2,,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,3,2,1,1,2,1,2,,2,1,1,3,1,1,1,2,1,1,2,4,2,1,0.401100236550262,0.41835417222665494
4639,2,1,,10,2025-05-12,2025-05-12,2,3,2,2,3,2,3,2,1,2,1,1,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,12,3,2,6,6,4,7,1,2,3,2,2,2,1,1,13,4,1,1,1,2,,4,4,1,0.802200473100524,0.4918330157207358
14507,2,1,,10,2025-05-30,2025-05-30,3,3,1,2,3,2,99,2,4,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,7,4,2,4,6,3,5,1,1,2,,2,2,3,5,7,3,3,1,3,1,2,8,1,1,2.4066014193015723,1.798344912991339
9971,1,1,9,10,2025-03-01,2025-03-01,3,1,2,2,2,1,2,1,4,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,6,6,2,1,1,1,1,,1,2,1,1,8,3,1,2,2,1,1,8,1,1,0.802200473100524,0.5481650744706196
3733,1,1,9,10,2025-03-13,2025-03-13,4,3,2,2,3,2,1,1,4,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,3,4,1,1,2,1,2,,2,2,1,1,8,3,1,2,2,1,2,7,2,2,0.802200473100524,0.34105516548478804
1610,2,1,,10,2025-05-02,2025-05-02,2,2,2,2,3,2,1,2,4,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,1,1,2,5,6,2,5,1,1,99,2,2,2,1,1,4,2,1,1,2,1,2,8,4,1,1.604400946201048,1.6426436719488793
12880,1,1,9,10,2025-02-24,2025-02-24,4,1,3,1,2,2,2,2,4,2,1,1,2,2,1,4,1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,4,1,1,1,3,1,1,,1,2,1,1,3,2,1,2,2,1,1,6,2,2,0.802200473100524,0.8168323625911078
1954,1,1,9,10,2025-02-28,2025-02-28,2,2,3,2,2,2,3,2,4,2,1,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,2,12,3,2,5,5,3,6,1,1,3,2,2,2,1,1,4,2,1,2,2,1,2,5,1,1,0.802200473100524,0.7617033344290483
4738,2,1,,10,2025-05-19,2025-05-19,4,2,2,2,2,2,1,3,4,1,1,1,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,11,4,2,2,4,1,6,1,1,2,,2,2,1,1,13,4,1,1,2,1,2,4,1,1,1.604400946201048,0.73818979636841775
5909,2,1,9,10,2025-05-15,2025-05-15,2,1,2,2,2,99,2,2,4,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,12,3,2,5,6,2,3,2,1,1,,1,2,1,1,7,3,1,1,2,1,1,8,4,1,1.604400946201048,1.3556986238108102
367,2,1,,10,2025-05-06,2025-05-06,2,3,3,1,2,1,2,2,4,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,5,6,2,4,2,1,1,,1,2,1,1,10,4,1,1,2,1,1,6,3,2,1.604400946201048,0.8276448896651016
8042,2,1,,10,2025-05-08,2025-05-08,2,1,3,2,2,1,2,3,1,2,1,1,3,3,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,6,6,1,2,3,1,1,,1,2,1,1,12,4,1,1,4,1,1,2,1,2,2.4066014193015723,2.052266343521484
1032,3,1,9,10,2025-03-17,2025-03-17,3,2,2,2,2,2,1,2,4,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,4,6,3,3,1,1,2,,2,2,1,1,10,4,1,2,2,1,2,8,1,1,1.604400946201048,0.705207237867768
3749,2,1,,7,2025-05-21,2025-05-21,4,99,1,1,2,2,2,3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,4,6,1,2,2,1,1,,1,1,1,3,8,3,1,2,2,1,1,3,3,1,0.3549963201832534,0.18846836050205212
1782,2,1,,7,2025-05-12,2025-05-12,3,1,1,2,4,1,2,4,4,2,1,1,1,1,1,4,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,12,3,2,6,3,1,7,3,1,4,99,9,1,5,3,4,2,1,2,1,1,1,1,4,1,0.1774981600916267,0.267784441648828
5493,2,1,,10,2025-05-27,2025-05-27,2,2,2,2,2,2,1,2,4,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,12,3,2,6,6,4,7,1,1,4,99,9,2,1,1,6,2,1,1,2,1,3,5,3,1,1.604400946201048,0.4152466854506597
402,2,1,,10,2025-05-02,2025-05-02,4,2,1,2,3,2,1,3,4,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,2,6,6,2,5,3,2,2,,2,2,1,1,5,2,1,2,2,2,,1,3,1,1.604400946201048,2.795558472332759
11590,2,1,,10,2025-05-09,2025-05-09,3,1,99,1,2,2,1,4,4,2,1,1,3,3,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,6,6,1,1,3,1,1,,1,2,1,1,11,4,1,2,2,2,,1,3,1,1.604400946201048,1.9968099254175449
13236,2,1,,10,2025-05-21,2025-05-21,3,3,2,2,2,2,3,2,4,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,1,1,2,1,1,1,5,6,3,2,3,1,1,,1,2,1,1,8,3,1,2,1,1,1,2,2,2,0.802200473100524,0.5165065249105583
13790,1,1,9,8,2025-02-27,2025-02-27,4,3,2,2,2,2,1,2,4,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,9,3,2,6,6,4,7,1,1,2,,2,1,5,3,2,1,1,2,2,1,2,5,3,1,0.38496442515893575,0.41543102695325573
7860,3,1,9,10,2025-03-14,2025-03-14,3,2,1,2,3,1,3,2,4,1,1,1,3,3,2,,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,12,3,2,3,2,2,1,3,1,2,,2,2,1,1,11,4,1,2,1,1,2,3,4,1,0.802200473100524,0.5415868500460461
2949,2,1,,10,2025-05-05,2025-05-05,2,2,1,2,2,2,1,1,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,9,3,2,6,6,4,7,3,1,3,2,2,2,1,1,10,4,1,1,2,1,2,5,3,1,1.604400946201048,1.1276226691438966
12580,1,1,9,10,2025-03-03,2025-03-03,4,1,1,2,3,2,3,1,4,1,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,3,5,2,6,1,1,1,,1,2,1,1,2,1,1,2,1,1,1,8,2,1,0.401100236550262,0.5089164345987118
15464,2,1,,10,2025-05-05,2025-05-05,2,2,2,2,2,2,1,1,4,1,1,1,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,1,1,1,2,5,4,2,2,3,1,3,1,2,2,,2,2,1,1,11,4,1,2,2,1,2,8,1,1,1.604400946201048,0.705207237867768
16377,1,1,9,10,2025-03-27,2025-03-27,2,1,2,2,1,1,3,1,4,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,4,5,2,1,1,1,1,,1,2,99,99,11,4,1,1,2,1,1,8,2,1,0.802200473100524,0.23436093076626321
3771,2,1,,10,2025-05-19,2025-05-19,3,3,3,2,2,2,3,2,4,1,1,1,1,1,2,,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,3,1,1,2,1,2,,2,2,2,2,8,3,1,2,1,1,2,3,3,2,0.802200473100524,0.5273755710843632
13243,1,1,9,10,2025-03-27,2025-03-27,2,1,2,2,3,2,3,2,4,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,11,4,2,6,5,2,2,1,1,1,,1,2,1,1,10,4,1,2,2,1,1,5,4,1,0.802200473100524,0.4235701901712685
18154,1,1,9,10,2025-03-21,2025-03-21,2,3,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,4,6,3,6,1,1,1,,1,2,1,1,10,4,1,1,3,1,2,6,1,1,1.2033007096507862,0.3593526995288273
