respid,comtype2,smuse_fb,smuse_yt,smuse_x,smuse_ig,smuse_sc,smuse_tt,smuse_rd,smuse_bsk,smuse_th,smuse_ts,relig,educcat,party,hisp,racethn,agecat,birthplace,gender,adults,inc_sdt1,cregion,metro
10241,Suburban,"No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Independent,No,White non-Hispanic,18-29,"U.S. - 50 states, District of Columbia",A man,2,"$100,000 to less than $125,000",South,Metropolitan
10879,Suburban,"No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,College graduate+,Independent,No,White non-Hispanic,Refused,"U.S. - 50 states, District of Columbia",A man,3,Refused/Web blank,Midwest,Metropolitan
18147,Urban,"Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,College graduate+,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$150,000 or more",South,Metropolitan
5703,Suburban,"No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Orthodox,College graduate+,Republican,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$150,000 or more",Northeast,Metropolitan
8065,Urban,"Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Democrat,No,Black non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,2,"$70,000 to less than $100,000",Northeast,Metropolitan
15905,Rural,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,3,"$40,000 to less than $50,000",Northeast,Non-metropolitan
15477,Suburban,"No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Refused/Web blank,H.S. graduate or less,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"Less than $30,000",South,Non-metropolitan
3627,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Independent,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$100,000 to less than $125,000",South,Metropolitan
11317,Urban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,College graduate+,Something else,No,Other,30-49,Another country (please specify):,A man,2,"$150,000 or more",West,Metropolitan
418,Urban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this",Jewish,College graduate+,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,3,"$125,000 to less than $150,000",West,Metropolitan
17998,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Atheist,College graduate+,Something else,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,1,"$150,000 or more",West,Metropolitan
17928,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Democrat,Yes,Hispanic,65+,Another country (please specify):,A man,2,"Less than $30,000",West,Metropolitan
594,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this",Protestant,College graduate+,Democrat,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,2,"$150,000 or more",South,Metropolitan
6102,Urban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this",Roman Catholic,H.S. graduate or less,Republican,Yes,Hispanic,18-29,"U.S. - 50 states, District of Columbia",A man,3,"Less than $30,000",Northeast,Metropolitan
10089,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Republican,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$125,000 to less than $150,000",South,Metropolitan
6803,Suburban,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Democrat,Yes,Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"Less than $30,000",West,Metropolitan
1072,Urban,"No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,1,"$50,000 to less than $70,000",Midwest,Metropolitan
12686,Rural,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,College graduate+,Democrat,Yes,Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"Less than $30,000",Northeast,Non-metropolitan
4449,Urban,"No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,1,"$50,000 to less than $70,000",Midwest,Metropolitan
15280,Rural,"Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Independent,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$40,000 to less than $50,000",South,Metropolitan
12898,Urban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,College graduate+,Something else,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,1,"Less than $30,000",South,Metropolitan
6395,Rural,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Democrat,No,Black non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,3,"$50,000 to less than $70,000",South,Non-metropolitan
6305,Urban,"Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,H.S. graduate or less,Republican,Yes,Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,1,"$50,000 to less than $70,000",West,Metropolitan
11791,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"$100,000 to less than $125,000",Midwest,Metropolitan
3952,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Democrat,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,2,"$100,000 to less than $125,000",Northeast,Metropolitan
11722,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Democrat,No,Asian non-Hispanic,30-49,Refused/Web blank,A woman,2,"Less than $30,000",West,Metropolitan
16167,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this",Atheist,College graduate+,Democrat,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,1,"$125,000 to less than $150,000",Midwest,Metropolitan
10783,Urban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,Some College,Democrat,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,5 or more,"$100,000 to less than $125,000",South,Non-metropolitan
7335,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Republican,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,3,"$150,000 or more",West,Metropolitan
6449,Rural,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Independent,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,1,"$50,000 to less than $70,000",Midwest,Non-metropolitan
15833,Rural,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Independent,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,2,"Less than $30,000",Midwest,Non-metropolitan
10592,Rural,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Muslim,Some College,Something else,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,1,"Less than $30,000",West,Metropolitan
4987,Suburban,"No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Mormon,College graduate+,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,4,"$100,000 to less than $125,000",West,Metropolitan
16192,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Democrat,No,Black non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$50,000 to less than $70,000",South,Metropolitan
7266,Urban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Hindu,College graduate+,Republican,No,Asian non-Hispanic,30-49,Another country (please specify):,A man,4,"$70,000 to less than $100,000",South,Metropolitan
793,Suburban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,College graduate+,Democrat,No,Asian non-Hispanic,65+,Another country (please specify):,A woman,1,"$100,000 to less than $125,000",Northeast,Metropolitan
6453,Suburban,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,H.S. graduate or less,Republican,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,2,"$70,000 to less than $100,000",Northeast,Metropolitan
9900,Urban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,H.S. graduate or less,Democrat,No,White non-Hispanic,50-64,Another country (please specify):,A man,1,Refused/Web blank,West,Metropolitan
16872,Rural,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,Some College,Independent,No,Refused,30-49,"U.S. - 50 states, District of Columbia",A man,3,"$30,000 to less than $40,000",West,Non-metropolitan
3210,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Mormon,Some College,Republican,No,White non-Hispanic,18-29,"U.S. - 50 states, District of Columbia",A man,2,"Less than $30,000",South,Non-metropolitan
17898,Urban,"Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Independent,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,1,"Less than $30,000",Midwest,Metropolitan
17427,Rural,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this",Protestant,College graduate+,Republican,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,1,"$70,000 to less than $100,000",West,Non-metropolitan
4315,Rural,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Democrat,Yes,Hispanic,30-49,Another country (please specify):,A woman,5 or more,"$50,000 to less than $70,000",South,Metropolitan
12998,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Independent,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"Less than $30,000",South,Metropolitan
17270,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this",Roman Catholic,College graduate+,Republican,Yes,Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,1,"$125,000 to less than $150,000",West,Metropolitan
7503,Suburban,"No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Atheist,College graduate+,Independent,No,White non-Hispanic,65+,Another country (please specify):,A woman,2,"$50,000 to less than $70,000",West,Metropolitan
4694,Rural,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this",Protestant,College graduate+,Republican,No,White non-Hispanic,18-29,"U.S. - 50 states, District of Columbia",A man,2,"$100,000 to less than $125,000",South,Metropolitan
16534,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Republican,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$125,000 to less than $150,000",Midwest,Metropolitan
9267,Urban,"No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this",Roman Catholic,Some College,Independent,Yes,Hispanic,65+,Another country (please specify):,A woman,3,"$50,000 to less than $70,000",South,Metropolitan
3780,Rural,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Independent,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$70,000 to less than $100,000",Midwest,Non-metropolitan
15948,Rural,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this",Protestant,Some College,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$30,000 to less than $40,000",South,Metropolitan
15189,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this",Agnostic,College graduate+,Democrat,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,2,"$125,000 to less than $150,000",Midwest,Metropolitan
10434,Urban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this",Protestant,Some College,Republican,No,White non-Hispanic,18-29,"U.S. - 50 states, District of Columbia",A woman,2,"$50,000 to less than $70,000",West,Metropolitan
1284,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Mormon,College graduate+,Refused/Web blank,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"$100,000 to less than $125,000",West,Non-metropolitan
16485,Rural,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Buddhist,College graduate+,Democrat,No,Other,65+,"U.S. - 50 states, District of Columbia",A woman,2,"$100,000 to less than $125,000",Midwest,Non-metropolitan
12291,Urban,"No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this",Atheist,Some College,Democrat,Yes,Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,1,"$50,000 to less than $70,000",West,Metropolitan
15521,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this",Jewish,College graduate+,Republican,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,2,"$50,000 to less than $70,000",West,Metropolitan
10840,Rural,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,H.S. graduate or less,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$50,000 to less than $70,000",Midwest,Non-metropolitan
9399,Urban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this",Nothing in particular,Some College,Republican,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$150,000 or more",West,Metropolitan
6524,Urban,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Something else,No,Black non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"$30,000 to less than $40,000",South,Metropolitan
7498,Urban,"No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Republican,Yes,Hispanic,65+,Another country (please specify):,A woman,2,"$70,000 to less than $100,000",Northeast,Metropolitan
15383,Suburban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Independent,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$70,000 to less than $100,000",West,Metropolitan
6688,Suburban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Atheist,H.S. graduate or less,Independent,No,Asian non-Hispanic,50-64,Another country (please specify):,A man,3,"$70,000 to less than $100,000",West,Metropolitan
12862,Rural,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,H.S. graduate or less,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"$30,000 to less than $40,000",Midwest,Non-metropolitan
14447,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this",Something else (please specify):,H.S. graduate or less,Something else,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,4,"Less than $30,000",Midwest,Non-metropolitan
3710,Rural,"Yes, use this","Yes, use this",Refused/Web blank,"Yes, use this",Refused/Web blank,"Yes, use this",Refused/Web blank,Refused/Web blank,Refused/Web blank,Refused/Web blank,Roman Catholic,Some College,Republican,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,1,"$40,000 to less than $50,000",Northeast,Metropolitan
16693,Urban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Democrat,No,Black non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$70,000 to less than $100,000",Northeast,Metropolitan
2,Urban,"Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,H.S. graduate or less,Democrat,Yes,Hispanic,65+,Another country (please specify):,A man,3,"Less than $30,000",Northeast,Metropolitan
15180,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$150,000 or more",South,Metropolitan
16995,Suburban,"Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,College graduate+,Republican,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,1,"$50,000 to less than $70,000",Midwest,Metropolitan
5567,Urban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Democrat,Yes,Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,5 or more,"$50,000 to less than $70,000",West,Metropolitan
3359,Urban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$70,000 to less than $100,000",Midwest,Metropolitan
4922,Urban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Refused/Web blank,College graduate+,Democrat,No,Black non-Hispanic,18-29,"U.S. - 50 states, District of Columbia",A man,4,"$30,000 to less than $40,000",South,Metropolitan
540,Rural,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,Some College,Independent,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$30,000 to less than $40,000",Northeast,Metropolitan
13839,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Independent,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"$50,000 to less than $70,000",Midwest,Metropolitan
1590,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$150,000 or more",West,Metropolitan
3131,Urban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this",Atheist,College graduate+,Independent,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,1,"$50,000 to less than $70,000",Northeast,Metropolitan
17334,Urban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,College graduate+,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$150,000 or more",Northeast,Metropolitan
661,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,College graduate+,Democrat,Yes,Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,2,"$125,000 to less than $150,000",West,Metropolitan
2574,Urban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,Some College,Independent,Yes,Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$70,000 to less than $100,000",West,Metropolitan
6193,Rural,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Democrat,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,2,"$40,000 to less than $50,000",South,Metropolitan
8943,Suburban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,College graduate+,Democrat,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,1,"$40,000 to less than $50,000",West,Metropolitan
7255,Rural,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Refused,Republican,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$100,000 to less than $125,000",Northeast,Non-metropolitan
7443,Rural,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this",Nothing in particular,Some College,Republican,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,3,"$70,000 to less than $100,000",West,Metropolitan
18193,Urban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Something else (please specify):,Some College,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,3,"$70,000 to less than $100,000",Northeast,Metropolitan
15936,Rural,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,1,"$30,000 to less than $40,000",South,Metropolitan
18222,Rural,"Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Mormon,College graduate+,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$100,000 to less than $125,000",Northeast,Metropolitan
16006,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Republican,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$50,000 to less than $70,000",Midwest,Non-metropolitan
2360,Urban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Independent,No,White non-Hispanic,18-29,"U.S. - 50 states, District of Columbia",A woman,1,"$70,000 to less than $100,000",South,Metropolitan
